"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","right",3.7071,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",7.2318,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",9.6518,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",6.3445,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.1539,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.23,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","right",3.8348,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.2537,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",6.0559,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",3.4413,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.2469,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.3349,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.8582,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.4455,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",5.1162,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",3.9715,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",5.0021,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","right",8.5165,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.1628,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","right",5.8206,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.0385,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",6.7125,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",4.5567,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","right",5.0388,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"60f8170","2023-06-20_17h52.22.764","idiolect_t1","left",6.7551,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.2209,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.5703,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.6005,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.4816,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.512,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",5.9115,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",6.8872,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.7736,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",5.5384,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",5.3044,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",3.1878,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.7469,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",6.2017,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",2.8711,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.882,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",2.8885,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.6145,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",2.2818,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",4.5322,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",4.7301,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",7.0325,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",2.9007,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",2.7826,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",3.8489,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.8104,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",2.7979,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",3.7582,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",8.2709,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",5.0053,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.3751,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",2.6316,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",3.9107,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",3.8129,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",7.9033,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",4.5546,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",4.6565,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",5.5885,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",3.076,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","right",5.845,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"60f8170","2023-07-25_10h11.07.881","idiolect_t2","left",6.9437,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",8.0722,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",8.4272,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",73.4381,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",5.7701,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",26.4205,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",41.6284,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",7.5836,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",8.7988,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",11.0075,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",4.9611,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",11.279,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",9.7058,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.4012,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",51.2158,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",12.6502,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",7.0895,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",4.7717,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",6.0851,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",3.5946,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.9455,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.5165,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",8.1036,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",9.7662,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",7.2056,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",4.7113,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",7.2384,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.1153,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",7.8142,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",13.5936,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",5.3813,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",4.1093,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.8071,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",5.2319,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",4.8028,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",6.1527,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",4.234,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",8.6254,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","right",5.4627,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",13.0822,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"60f84b8","2023-06-20_16h54.14.291","idiolect_t1","left",5.4171,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",7.2785,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",4.4651,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",4.7004,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",7.6809,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",8.0484,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",5.5995,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.5832,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",5.3991,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",5.5996,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",9.4005,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.2658,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",5.7514,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",10.2496,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.7311,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",14.7554,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",5.5829,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",16.9571,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",16.6489,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",6.2998,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",4.5131,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",5.9327,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",5.4564,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",7.0677,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.3819,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",7.7203,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.0502,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",4.1317,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",5.3833,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",8.3672,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",4.7,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",5.3718,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",6.1002,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",6.0327,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",7.5187,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",6.6022,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",4.6654,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",6.6366,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",5.3499,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","right",8.9823,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"60f84b8","2023-07-21_13h01.55.021","idiolect_t2","left",6.7672,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.9507,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",11.8944,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",9.7148,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",12.3806,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",7.0053,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",10.8151,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",10.0818,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",8.7985,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",5.9514,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",3.6966,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
